STATION_CODE,Species,Fish_no,Length,Weight,Kjønn,Liver_weight,Liver_color,Gonad_weight,Age,Otolittform
30B,Torsk,27,48,1207,M,NA,GR,NA,NA,NA
30B,Torsk,28,48,1109,F,NA,GR,NA,NA,NA
30B,Torsk,29,50,1228,M,NA,GR,NA,NA,NA
30B,Torsk,30,52.5,1434,M,NA,GR,NA,NA,NA
30B,Torsk,31,52,1356,F,NA,GR,NA,NA,NA
30B,Torsk,32,53,1280,F,NA,GR,NA,NA,NA
30B,Torsk,33,54.5,1741,M,NA,GR,NA,NA,NA
30B,Torsk,34,54,1408,M,NA,R,NA,NA,NA
33F,Skrubbe,1,35,414.3,F,4.3,NA,NA,4,NA
33F,Skrubbe,2,33.5,428.5,M,7.8,NA,NA,3,NA
33F,Skrubbe,3,35,480.6,F,9.5,NA,NA,3,NA
33F,Skrubbe,4,32.5,444.4,F,12.6,NA,NA,2,NA
33F,Skrubbe,5,37.5,502,F,4.8,NA,NA,3,NA
33F,Skrubbe,6,37,554.4,F,7.6,NA,NA,4,NA
33F,Skrubbe,7,34,514.3,F,7.4,NA,NA,4,NA
33F,Skrubbe,8,40,521.4,F,5.3,NA,NA,4,NA
33F,Skrubbe,9,36.5,515.1,F,7.1,NA,NA,4,NA
33F,Skrubbe,10,36,539.8,F,5.1,NA,NA,3,NA
33F,Skrubbe,11,38,621.4,F,10.1,NA,NA,3,NA
33F,Skrubbe,12,38,620.7,F,5.9,NA,NA,4,NA
33F,Skrubbe,13,39,587.6,F,7.9,NA,NA,4,NA
33F,Skrubbe,14,37,640.6,F,12.4,NA,NA,4,NA
33F,Skrubbe,15,35.5,568,F,9.6,NA,NA,4,NA
36B,Torsk,1,54,1468.2,M,23.94,RH,NA,3,k
36B,Torsk,2,56.5,1731.1,M,19.5,GR,NA,3,k
36B,Torsk,3,53.5,1533,F,35.8,GR,NA,3,k
36B,Torsk,4,46,1024.2,M,23.22,HR,NA,2,k
36B,Torsk,5,55,1527.9,F,30.7,R,NA,5,k
36B,Torsk,6,54.5,1607.8,F,43.7,GR,NA,3,k
36B,Torsk,7,48.5,1263.7,F,24.96,HR,NA,2,k
36B,Torsk,8,55,1548.8,M,18.2,GR,NA,3,k
36B,Torsk,9,50,1279.5,F,23.2,R,NA,3,k
36B,Torsk,10,59.5,1802.8,F,48.9,R,NA,3,k
36B,Torsk,11,60,2498.5,M,66.7,HR,NA,4,k
36B,Torsk,12,49,1061.7,F,16.09,RH,NA,2,k
36B,Torsk,13,49,1210.2,M,21.91,HR,NA,2,"avlang, skreiformet"
36B,Torsk,14,53,1686.7,M,34.65,HR,NA,3,NA
36B,Torsk,15,66,2903.5,M,44.98,GR,NA,4,NA
36B,Torsk,16,59,2273,F,53.3,R,NA,NA,NA
36B,Torsk,17,50,1283,F,25.62,HR,NA,NA,NA
36B,Torsk,18,47,1172,F,38.37,HR,NA,NA,NA
36B,Torsk,19,54,1577,F,40.5,HR,NA,NA,NA
36B,Torsk,20,56,2024,F,34.6,RG,NA,NA,NA
36B,Torsk,21,48,1244,M,28.03,HR,NA,NA,NA
36B,Torsk,22,52,1512,F,52.1,HR,NA,NA,NA
36B,Torsk,23,49,1424,F,64.1,HR,NA,NA,NA
36B,Torsk,24,51,1617,M,42.4,HR,NA,NA,NA
36B,Torsk,25,57,1727,F,33.3,RH,NA,NA,NA
36B,Torsk,26,48.5,1177,M,12.33,HR,NA,NA,NA
36B,Torsk,27,49,1278,M,25.5,HR,NA,NA,NA
36B,Torsk,28,47,1015,F,11.17,HR,NA,NA,NA
36B,Torsk,29,44.5,1081,M,42.84,HR,NA,NA,NA
36B,Torsk,30,44.8,1013,M,16.41,HR,NA,NA,NA
36B,Torsk,31,41.5,824,M,23.2,HR,NA,NA,NA
36B,Torsk,32,44,938,M,20.85,HR,NA,NA,NA
36B,Torsk,33,43.5,830,M,12.45,HR,NA,NA,NA
36B,Torsk,34,46.5,1047,F,27.85,HR,NA,NA,NA
36B,Torsk,35,46.5,1029,M,29.06,HR,NA,NA,NA
36F,Sandflyndre,3,26,182,F,3.3,RG,NA,2,NA
36F,Sandflyndre,5,24,155,F,2.7,RG,NA,5,NA
36F,Sandflyndre,8,26,198,F,5.7,RG,NA,5,NA
36F,Sandflyndre,9,27.5,191.7,F,2.5,RG,NA,4,NA
36F,Sandflyndre,10,27,230.3,F,4.7,RG,NA,5,NA
36F,Sandflyndre,4,28,208,M,2.1,RG,NA,5,NA
36F,Sandflyndre,7,28,198,F,2.7,RG,NA,7,NA
36F,Sandflyndre,11,27,214.1,F,5,RG,NA,5,NA
36F,Sandflyndre,13,27.5,192,F,2.2,R,NA,8,NA
36F,Sandflyndre,14,27,206,F,1.2,RG,NA,6,NA
36F,Sandflyndre,1,31,325,F,4.8,GR,NA,7,NA
36F,Sandflyndre,2,31,281.5,F,3,RG,NA,5,NA
36F,Sandflyndre,6,32,313,F,3.3,RG,NA,10,NA
36F,Sandflyndre,12,28,202,F,3.6,RG,NA,5,NA
36F,Sandflyndre,15,31,315,F,6.5,RG,NA,7,NA
43B2,Torsk,1,79,3719,F,130,Rosa,5,7,skrei?
43B2,Torsk,2,82,5700,F,157,Hvit,219,10,kyst
43B2,Torsk,3,87,3773,M,44,Rødaktig,12,9,kyst
43B2,Torsk,4,66.5,2865,M,62,Hvit,248,7,kyst
43B2,Torsk,5,58.5,2367,F,126,Rosa,65,7,kyst
43B2,Torsk,6,63,2282,M,58,Rødaktig,4,5,kyst
43B2,Torsk,7,58,1800,M,49,Rosa,40,6,kyst
43B2,Torsk,8,57.5,1845,F,49,Rosa,22,5,kyst
43B2,Torsk,9,58,1610,M,30,Rosa,13,5,kyst
43B2,Torsk,10,46,1124,M,64,Hvit,12,3,kyst
43B2,Torsk,11,53.5,1481,M,38,Rosa,26,5,kyst
43B2,Torsk,12,81,3904,F,30,Rød,31,6,kyst
43B2,Torsk,13,64.5,2408,F,106,Rosa,10,6,kyst
43B2,Torsk,14,64.5,2574,M,41,Rød,4,5,kyst
43B2,Torsk,15,61,1532,M,52,Hvit,3,5,kyst
45B,Torsk,1,67,2446,F,72.7,GRH,NA,8,k
45B,Torsk,2,43,812.5,M,8.2,GR,NA,5,k
45B,Torsk,3,44,800.5,M,28.6,HR,NA,4,k
45B,Torsk,4,52,1311,F,30.5,GR,NA,5,k
45B,Torsk,5,53,1445,F,14.2,RG,NA,3,k
45B,Torsk,6,56,1956,M,58.1,GH,NA,5,k
45B,Torsk,7,70,2808,DET BLE GLEMT Å SJEKKE KJØNN,114.8,RG,NA,8,k
45B,Torsk,8,64,2466,F,95.2,GH,NA,9,k
45B,Torsk,9,39,511.6,F,7.3,GR,NA,3,k
45B,Torsk,10,37,496,F,6.6,RG,NA,3,k
45B,Torsk,11,50,1093,F,25.6,GH,NA,5,k
45B,Torsk,12,74,3220,M,94.7,GR,NA,5,k
45B,Torsk,13,37,477,F,6.2,RG,NA,2,k
45B,Torsk,14,47,1009,M,15.3,GH,NA,3,k
45B,Torsk,15,67,2610,F,50.4,GH,NA,5,k
53B,Torsk,1,42.5,650,M,8.5,NA,1,3,k
53B,Torsk,2,44.5,760,F,8,NA,2,2,k
53B,Torsk,3,42,630,F,11,NA,4,2,k
53B,Torsk,4,44,740,F,8,NA,4,NA,NA
53B,Torsk,5,33.5,350,M,8,NA,1,NA,NA
53B,Torsk,6,40,410,F,5,NA,4,NA,NA
53B,Torsk,7,41.5,650,F,10,NA,4,NA,NA
53B,Torsk,8,39,550,M,13,NA,1,2,k
53B,Torsk,9,37.5,490,M,8,NA,6,NA,NA
53B,Torsk,10,39.5,530,F,9,NA,6,NA,NA
53B,Torsk,11,40,500,F,8,NA,3,2,k
53B,Torsk,12,42.5,600,F,6,NA,3,NA,NA
53B,Torsk,13,32,290,F,3,NA,2,NA,NA
53B,Torsk,14,33.5,320,M,6,NA,1,NA,NA
53B,Torsk,15,31.5,250,F,2,NA,1,NA,NA
53B,Torsk,16,58,1717.3,M,15.92,hr,NA,NA,NA
53B,Torsk,17,54.2,1946.7,M,239.13,hr,NA,2,k
53B,Torsk,18,47.1,1147.1,M,20.65,hr,NA,NA,NA
53B,Torsk,19,45.7,906.4,F,8.22,hr,NA,NA,NA
53B,Torsk,20,36,454.8,M,2.93,hr,NA,NA,NA
53B,Torsk,21,36.5,433.6,M,2.9,hr,NA,NA,NA
53B,Torsk,22,55.5,1759.4,M,85.71,h,NA,3,k
53B,Torsk,23,62.5,2538.9,M,122.37,h,NA,3,k
53B,Torsk,24,62,2354.9,M,50.06,hr,NA,3,k
53B,Torsk,25,62.1,2679.4,M,87.52,h,NA,3,k
53B,Torsk,26,62.2,2462.8,M,60.12,h,NA,5,k
53B,Torsk,27,77.2,2245.5,M,166.79,h,NA,6,k
53B,Torsk,28,62.5,2400.7,F,56.31,hr,NA,3,k
53B,Torsk,29,78,4350,M,113.93,h,NA,3,k
53B,Torsk,30,78.5,4030,F,171.43,hr,NA,6,k
53F,Skrubbe,1,31.5,382,M,7.7,rh,NA,3,NA
53F,Skrubbe,2,32,359.6,M,4.85,rh,NA,3,NA
53F,Skrubbe,3,33.2,407.1,M,7.71,rh,NA,4,NA
53F,Skrubbe,4,32.1,481.5,M,10.75,h,NA,4,NA
53F,Skrubbe,5,32.9,529.6,M,10.66,h,NA,4,NA
53F,Skrubbe,6,36,401.5,M,3.6,GR,NA,4,en otolitt krystallisk
53F,Skrubbe,7,34,586.7,F,13.3,HR,NA,3,begge otolitter delvis krystalliske
53F,Skrubbe,8,35,550.2,M,NA,G,NA,5,NA
53F,Skrubbe,9,35,576.5,F,10.9,G,NA,3,NA
53F,Skrubbe,10,36.2,577.8,M,10.2,HG,NA,4,NA
53F,Skrubbe,11,35.8,713.7,F,17.7,GR,NA,3,NA
53F,Skrubbe,12,37.2,931,F,27,GR,NA,4,NA
53F,Skrubbe,13,39.2,813.6,F,20.7,G,NA,4,NA
53F,Skrubbe,14,40.1,910.5,F,NA,HB,NA,5,NA
53F,Skrubbe,15,40.2,992.9,F,27.8,G,NA,4,NA
71B,Torsk,1,75,3576,F,52.2,R,NA,5,k
71B,Torsk,2,61,1998,F,45.5,RG,NA,5,k
71B,Torsk,3,51,1414,F,42.9,R,NA,2,k
71B,Torsk,4,62,2371,F,41.9,GR,NA,5,k
71B,Torsk,5,52,1466,F,40.6,NA,NA,5,k
71B,Torsk,6,46,1144,M,39.3,GR,NA,2,k
71B,Torsk,7,64,2360,F,37.7,RH,NA,4,k
71B,Torsk,8,63,2555,F,34.5,R,NA,4,k
71B,Torsk,9,45,970,F,32.2,NA,NA,2,k
71B,Torsk,10,45,893,F,31.7,GH,NA,2,k
71B,Torsk,11,51,1242,F,29.4,NA,NA,2,k
71B,Torsk,12,50,1285,F,29.3,NA,NA,2,k
71B,Torsk,13,45,1002,F,24.3,GR,NA,2,k
71B,Torsk,14,37,581,M,22.1,NA,NA,1,k
71B,Torsk,15,42,791,F,21.2,HR,NA,1,k
71B,Torsk,16,42,808,M,NA,HR,NA,NA,NA
71B,Torsk,17,40,666,F,NA,NA,NA,NA,NA
71B,Torsk,18,41,736,F,NA,GR,NA,NA,NA
71B,Torsk,19,49,1126,F,NA,R,NA,NA,NA
71B,Torsk,20,40,603,F,NA,NA,NA,NA,NA
71B,Torsk,21,41,736,F,NA,NA,NA,NA,NA
71B,Torsk,22,40,715,F,NA,GR,NA,NA,NA
71B,Torsk,23,41,711,F,NA,RG,NA,NA,NA
71B,Torsk,24,38.5,574,F,NA,NA,NA,NA,NA
71B,Torsk,25,35.5,1394,F,NA,GR,NA,NA,NA
71B,Torsk,26,42.5,733,M,NA,GR,NA,NA,NA
71B,Torsk,27,40.5,619,M,NA,NA,NA,NA,NA
71B,Torsk,28,35.5,416,F,NA,NA,NA,NA,NA
71B,Torsk,29,23.5,319,F,NA,GR,NA,NA,NA
71B,Torsk,30,41,685,F,NA,NA,NA,NA,NA
71B,Torsk,31,40.5,624,M,NA,RG,NA,NA,NA
71B,Torsk,32,35,439,F,NA,GR,NA,NA,NA
80B,Torsk,1,77,4450,M,159,gr,NA,NA,k
80B,Torsk,2,78,4520,F,209,hr,NA,3,k
80B,Torsk,3,76,3800,F,207,hr,NA,5,k
80B,Torsk,4,74,3530,F,187,hr,NA,4,k
80B,Torsk,5,67,2620,F,118,gr,NA,3,k
80B,Torsk,6,62,2810,M,146,ghr,NA,4,k
80B,Torsk,7,72,3380,F,68.5,r,NA,4,k
80B,Torsk,8,98,7720,M,156.9,rb,NA,11,k
80B,Torsk,9,68,3280,M,175.3,rv,NA,4,k
80B,Torsk,10,70,2840,M,40.8,rb,NA,4,k
80B,Torsk,11,55,1454,F,74.2,rv,NA,4,k
80B,Torsk,12,58,1843,M,51.5,hr,NA,5,k
80B,Torsk,13,62,2425,F,45.9,hr,NA,4,k
80B,Torsk,14,58,2418,F,96.9,rh,NA,4,k
80B,Torsk,15,70,2696,M,66.6,hr,NA,4,k
80B,Torsk,16,38,558,NA,NA,NA,NA,NA,NA
96B,Torsk,1,54,1501,M,116.5,H,140.5,4,k
96B,Torsk,2,59,2215,F,94.95,H,24.7,3,k
96B,Torsk,3,57,2222,F,164.3,HR,13.6,3,k
96B,Torsk,4,59,2014,M,47.6,H,136.7,5,k
96B,Torsk,5,73.5,3740,M,257.4,H,125.9,5,k
96B,Torsk,6,68,3498,M,244.4,H,400.2,4,k
96B,Torsk,7,65.5,3311,F,372.4,HR,74.5,4,k
96B,Torsk,8,74,4260,M,196.83,H,328.6,7,k
96B,Torsk,9,70,3396,F,145.21,H,13.11,4,k
96B,Torsk,10,53,1452,M,104,HR,1.7,3,k
96B,Torsk,11,56.5,1978,F,164.08,H,7.12,3,k
96B,Torsk,12,63.5,2536,F,197.2,HR,60.5,4,k
96B,Torsk,13,59,2098,M,79.08,H,153.9,3,k
96B,Torsk,14,56.5,1806,M,94,H,118.5,4,k
96B,Torsk,15,52,1307,F,32.57,HR,8.4,5,k
96B,Torsk,16,54,1674,F,100.66,H,8.28,3,k
96B,Torsk,17,53.5,1459,NA,0,NA,NA,NA,NA
96B,Torsk,18,53,1287,NA,0,NA,NA,NA,NA
96B,Torsk,19,57.5,1929,NA,0,NA,NA,NA,NA
96B,Torsk,20,52,1516,NA,0,NA,NA,NA,NA
96B,Torsk,21,67,2918,NA,0,NA,NA,NA,NA
96B,Torsk,22,57,1787,NA,0,NA,NA,NA,NA
96B,Torsk,23,65.5,2848,NA,NA,NA,NA,NA,NA
98B1,Torsk,1,58,1624,M,24.6,GR,NA,6,k
98B1,Torsk,2,59,1780,F,61.3,RG,NA,4,k
98B1,Torsk,3,65,2277,F,69.7,RH,NA,4,k
98B1,Torsk,4,69,2846,F,97.8,RG,NA,5,k
98B1,Torsk,5,62,2239,M,137.7,HR,NA,4,k
98B1,Torsk,6,69,2299,F,47.2,R,NA,4,k
98B1,Torsk,7,59,1878,F,89.1,RG,NA,5,k
98B1,Torsk,8,75,4170,M,207,H,NA,5,k
98B1,Torsk,9,70,3300,M,187.9,GH,NA,5,k
98B1,Torsk,10,66,2411,F,103.2,HR,NA,5,k
98B1,Torsk,11,61,2205,M,86.4,HR,NA,4,k
98B1,Torsk,12,61,2304,M,89.1,HR,NA,5,k
98B1,Torsk,13,82,5350,F,194.8,HR,NA,NA,k
98B1,Torsk,14,98,6610,F,103.1,"Grønn,G",NA,8,k
98B1,Torsk,15,92,8000,F,316,H,NA,6,k
