STATION_CODE,Species,Fish_no,Length,Weight,Kjønn,Liver_weight,Liver_color,Gonad_weight,Age,Otolittform
13B,Torsk,9,48,991,F,11.8,rg,3.07,NA,NA
13B,Torsk,10,46,919,F,15.7,gr,5.4,NA,NA
13B,Torsk,11,40,679,F,5.9,rg,2.1,NA,NA
13B,Torsk,12,47,970,M,41.5,gr,1.8,3,k
13B,Torsk,13,38,547,F,10.1,gr,0.9,NA,NA
13B,Torsk,14,39,660,M,14.1,gr,NA,NA,NA
13B,Torsk,15,39,713,F,6.7,gr,0.18,NA,NA
13B,Torsk,16,67,3244,F,88.1,gr,120.9,5,k
13B,Torsk,17,61,2356,F,79.3,gr,97.5,5,k
13B,Torsk,18,59,2144,m,42.7,GR,74,NA,NA
13B,Torsk,19,49,1377,F,39.5,GR,63.4,3,k
13B,Torsk,20,58,2008,F,50.8,GR,50.9,6,k
13B,Torsk,21,48,1428,F,87.3,GR,77.3,3,k
13B,Torsk,22,48,1431,F,54.7,gr,37,5,k
13B,Torsk,23,53,1718,M,56,GR,49,3,k
13B,Torsk,24,48,1191,F,66.8,GR,63.5,2,k
13B,Torsk,25,50,1550,F,102,GR,63,3,k
15B,Torsk,1,56,1832,F,39.2,gr,4.9,3,k
15B,Torsk,2,51.5,1687,M,64.1,gr,3.3,4,k
15B,Torsk,3,51,1571,M,22.8,gr,1.4,2,k
15B,Torsk,4,51,1498,F,25.3,hg,4.1,2,k
15B,Torsk,5,53,1678,M,25.9,gr,NA,2,k
15B,Torsk,6,60.5,2509,F,60.3,gr,18.7,3,k
15B,Torsk,7,74,3740,M,33.4,rg,NA,5,k
15B,Torsk,8,69,3554,M,50.1,rg,NA,5,k
15B,Torsk,9,55.5,1834,F,28.5,gr,5.1,2,k
15B,Torsk,10,53.5,1883,F,50.4,gr,5.5,2,k
15B,Torsk,11,54,1639,F,27.3,rg,4.4,2,k
15B,Torsk,12,55.5,1538,F,28.2,gr,2.5,2,k
15B,Torsk,13,52,1299,M,21.9,rg,NA,2,k
15B,Torsk,14,51,1491,M,25.8,gr,NA,2,k
15B,Torsk,15,54,1705,M,26.7,gr,NA,2,k
23B,Torsk,1,63,2620,F,90,H,10,3,k
23B,Torsk,2,61,2360,M,99,H,4,4,k
23B,Torsk,3,72,4360,F,62,H,32,3,k
23B,Torsk,4,55,2040,F,64,H,14,4,k
23B,Torsk,5,86,5740,F,157,H,71,7,k
23B,Torsk,6,59,2340,F,54,H,20,4,k
23B,Torsk,7,68,3860,F,186,H,28,4,k
23B,Torsk,8,67,3810,M,165,H,8,4,k
23B,Torsk,9,64.5,3010,F,55,H,27,3,k
23B,Torsk,10,69,3480,F,115,H,17,4,k
23B,Torsk,11,70,4060,F,149,H,22,4,k
23B,Torsk,12,64,2980,F,125,H,9,3,k
23B,Torsk,13,65,3210,F,114,H,13,3,k
23B,Torsk,14,45.5,1240,M,29,H,2,5,k (er otolitter på 14 og 15 byttet om?)
23B,Torsk,15,69,3970,M,209,H,10,2,k (er otolitter på 14 og 15 byttet om?)
24B,Torsk,1,42,762,M,28.9,GR,NA,2,k
24B,Torsk,2,50,1158,F,7.5,GR,NA,2,k?
24B,Torsk,3,65,2345,F,24.2,GH,NA,4,k
24B,Torsk,4,71,3751,F,28.7,R,NA,5,k
24B,Torsk,5,74,4163,F,162.7,GR,NA,5,k
24B,Torsk,6,70,3807,F,130.1,GR,NA,4,k
24B,Torsk,7,59,2273,F,58.1,GR,NA,3,k
24B,Torsk,8,59,1710,F,18,R,NA,4,k
24B,Torsk,9,69.5,3136,F,24.2,GH,NA,4,k
24B,Torsk,10,74,4287,F,155.9,GR,NA,4,k
24B,Torsk,11,61.5,2380,F,80.5,GR,NA,3,k
24B,Torsk,12,51,1428,M,15.9,GH,NA,3,k
24B,Torsk,13,55,2055,F,112.9,GH,NA,3,k
24B,Torsk,14,65,2950,M,114.3,GR,NA,5,k
24B,Torsk,15,56.5,1756,F,62.4,GR,NA,3,k
24B,Torsk,16,65,2822,F,98.3,GH,NA,3,k
24B,Torsk,17,68,1885,F,59.9,GH,NA,3,k
24B,Torsk,18,59.5,2316,M,84.6,GR,NA,4,k
24B,Torsk,19,42,773,M,23.57,GH,NA,NA,NA
28B,Torsk,1,54,1594,M,NA,HR,NA,4,k
28B,Torsk,2,50,1170,m,NA,hr,NA,3,k
28B,Torsk,3,64,2253,f,NA,gr,NA,3,k
28B,Torsk,4,61,2474,m,NA,hr,NA,6,k
28B,Torsk,5,60,2131,m,NA,gr,NA,5,k
28B,Torsk,6,54,1708,m,NA,gr,NA,4,k
28B,Torsk,7,77,4430,f,NA,hr,NA,6,k
28B,Torsk,8,113,10960,f,414,hr,NA,7,k
30B,Torsk,1,54,1520,F,33.4,HR,20.7,5,k
30B,Torsk,2,72,3720,F,218.7,HR,31.1,NA,?
30B,Torsk,3,54.5,1840,F,178.7,HR,52,7,k
30B,Torsk,4,57,2000,M,75.7,H,22,4,k
30B,Torsk,5,46,1020,F,28.9,HR,18.9,3,k
30B,Torsk,6,64,2620,M,164.6,HR,120,6,k
30B,Torsk,7,63,2440,F,111.9,HR,42.3,5,k
30B,Torsk,8,55.5,1580,M,27.6,RB,13.4,5,k
30B,Torsk,9,68,3520,F,59.5,HR,48.6,6,k
30B,Torsk,10,67,3320,M,267.5,HR,108.2,5,k
30B,Torsk,11,62.5,2640,F,135,HR,41.6,6,k
30B,Torsk,12,58.5,1980,F,115.5,HR,24.1,5,k
30B,Torsk,13,50.5,1520,M,91.4,H,4,3,k
30B,Torsk,14,44,860,F,10.7,RH,3,2,k
30B,Torsk,15,60,1240,F,34.9,H,31,5,k
30B,Torsk,16,59,2370,M,134,H,12,NA,NA
30B,Torsk,17,59,2467,f,145,hr,28.6,NA,NA
30B,Torsk,18,66,2994,f,111.3,hr,36.3,NA,NA
33F,Skrubbe,1,31.5,406,F,9.1,GR,NA,3,NA
33F,Skrubbe,2,33,472,F,9.5,GR,NA,3,NA
33F,Skrubbe,3,33,436,F,9.8,GR,NA,4,NA
33F,Skrubbe,4,33,441,F,4.8,B,NA,4,NA
33F,Skrubbe,5,33.5,510,F,11.9,GR,NA,3,NA
33F,Skrubbe,6,33.5,443,M,9.4,GR,NA,3,NA
33F,Skrubbe,7,34,504,F,8,RG,NA,3,NA
33F,Skrubbe,8,35,580,F,15.5,GR,NA,3,NA
33F,Skrubbe,9,35.5,592,F,10.2,GR,NA,4,begge otolitter var delvis krystalliske; vanskelig å bestemme alder
33F,Skrubbe,10,36.5,541,M,5.1,BG,NA,6,NA
33F,Skrubbe,11,37,633,F,16.7,GR,NA,5,NA
33F,Skrubbe,12,37.5,677,F,18.5,GR,NA,6,NA
33F,Skrubbe,13,38,690,F,14.8,GR,NA,6,NA
33F,Skrubbe,14,38,714,F,13.7,GR,NA,6,NA
33F,Skrubbe,15,40,797,F,20.9,GR,NA,6,NA
36B,Torsk,1,48,1306,f,19,R/GR,NA,2,k
36B,Torsk,2,56,1745,m,18.2,GR,NA,3,k
36B,Torsk,3,55,1786,m,35.9,HR,NA,3,k
36B,Torsk,4,47,1043,f,11.9,GR,NA,2,k
36B,Torsk,5,56,2133,f,28.5,GR,NA,3,k
36B,Torsk,6,47,1527,m,28.2,GR,NA,4,k
36B,Torsk,7,57,1813,m,30.8,HR,NA,3,k
36B,Torsk,8,55,1910,m,26.5,GR,NA,3,k
36B,Torsk,9,54,1890,m,31.2,GR,NA,2,k
36B,Torsk,10,50,1503,f,17.7,GR,NA,2,k
36B,Torsk,11,56,1708,m,21.7,GR,NA,3,k
36B,Torsk,12,50,1210,f,36.1,GR,NA,2,k
36B,Torsk,13,46,1117,f,33.5,GR,NA,2,k
36B,Torsk,14,46,1074,f,15.5,HR,NA,2,k
36B,Torsk,15,48,1150,m,30.2,G,NA,2,k
36B,Torsk,16,55,1100,m,16.45,HR,NA,NA,NA
36B,Torsk,17,42,878,m,12.6,GR,NA,NA,NA
36B,Torsk,18,41.5,736,M,15.7,G,NA,NA,NA
36B,Torsk,19,47,1140,M,23,G,NA,NA,NA
36B,Torsk,20,49.5,1383,F,71.8,G,NA,2,k
36B,Torsk,21,53,1360,F,24.2,GR,NA,NA,NA
36B,Torsk,22,48,1245,M,38.8,G,NA,NA,NA
36B,Torsk,23,49,1242,F,20.2,G,NA,NA,NA
36B,Torsk,24,47.5,1192,M,30.9,G,NA,NA,NA
36B,Torsk,25,46,1088,M,12.1,G,NA,NA,NA
36B,Torsk,26,49,1242,F,36.2,G,NA,NA,NA
36B,Torsk,27,45,1048,M,29.8,G,NA,NA,NA
36B,Torsk,28,42.5,776,F,26.9,G,NA,NA,NA
36B,Torsk,29,45,916,F,19.2,G,NA,NA,NA
36B,Torsk,30,45.5,960,F,18.5,G,NA,NA,NA
36B,Torsk,NA,45.5,972,F,21.7,G,NA,NA,NA
36B,Torsk,NA,40,702,M,25.1,G,NA,NA,NA
36F,Sandflyndre,1,27,212.6,f,NA,RG,NA,7,NA
36F,Sandflyndre,2,28,119.9,F,NA,HR,NA,4,NA
36F,Sandflyndre,3,23.5,217,M,NA,HG,NA,4,NA
36F,Sandflyndre,4,24,138,f,NA,GR,NA,3,NA
36F,Sandflyndre,5,24,129,f,NA,GR,NA,2,NA
36F,Sandflyndre,6,24,140,f,NA,GR,NA,5,NA
36F,Sandflyndre,7,24.5,128.5,f,NA,GR,NA,5,NA
36F,Sandflyndre,8,25,131,f,NA,R,NA,5,NA
36F,Sandflyndre,9,26,173,f,NA,GR,NA,6,NA
36F,Sandflyndre,10,27,183,f,NA,GR,NA,7,NA
36F,Sandflyndre,11,27.5,224.5,f,NA,GR,NA,5,NA
36F,Sandflyndre,12,28,208,f,NA,GR,NA,4,NA
36F,Sandflyndre,13,30,309,f,NA,GR,NA,6,NA
36F,Sandflyndre,14,30,289,f,NA,GR,NA,5,NA
36F,Sandflyndre,15,31,308,f,NA,GR,NA,8,NA
43B2,Torsk,1,48.2,1084,F,25.4,Rosa,10,5,k
43B2,Torsk,2,62.1,2976,M,140,Hvit,14,6,k
43B2,Torsk,3,59.5,2035,M,25.3,Rosa,12,6,k
43B2,Torsk,4,57.5,1849,F,44.5,Rosa,48,4,k
43B2,Torsk,5,60.3,2313,M,142,Hvit,6,4,k
43B2,Torsk,6,53.5,1635,F,59,Hvit,17,6,k
43B2,Torsk,7,54.5,1840,F,88,Hvit,24,4,k
43B2,Torsk,8,55,1840,F,41,Hvit,22,5,k
43B2,Torsk,9,50.2,1324,F,53,Hvit,15,4,k
43B2,Torsk,10,55.1,1676,F,80,Hvit,18,6,k
43B2,Torsk,11,46.5,1093,M,35,Hvit,4,5,k
43B2,Torsk,12,53,1315,F,26,Hvit,12,6,k
43B2,Torsk,13,43,1064,M,21,Hvit,3,4,k
43B2,Torsk,14,50.5,1188,F,34,Hvit,14,3,k
43B2,Torsk,15,50.5,1256,M,24,Hvit,4,5,k
45B2,Torsk,1,45.5,890,F,48.4,H,NA,4,k
45B2,Torsk,2,43,774,M,13.4,GR,NA,3,k
45B2,Torsk,3,47,882,F,48.7,HR,NA,3,k
45B2,Torsk,4,56,1539,F,23.8,HR,NA,3,k
45B2,Torsk,5,55,1458,M,52.1,GR,NA,3,k
45B2,Torsk,6,41,586,F,23.8,HR,NA,3,k
45B2,Torsk,7,42.5,632,M,12.1,GR,NA,3,k
45B2,Torsk,8,45.5,892,M,22.2,HR,NA,3,k
45B2,Torsk,9,49,1009,F,40.2,HR,NA,2,k
45B2,Torsk,10,38.5,469,M,7.6,GR,NA,2,k
45B2,Torsk,11,57.5,1768,M,35.3,GR,NA,4,k
45B2,Torsk,12,40,572,M,13.2,GR,NA,3,k
45B2,Torsk,13,47,845,M,8.3,RG,NA,4,k
45B2,Torsk,14,58,1897,M,71.6,HR,NA,4,k
45B2,Torsk,15,55,1454,M,44,GR,NA,5,k
45B2,Torsk,16,34.5,375,M,5.7,NA,NA,NA,NA
45B2,Torsk,17,40,636,M,12.7,NA,NA,NA,NA
53B,Torsk,1,66,2066,F,30,RB,23,4,k
53B,Torsk,2,41,682,M,31,HR,6,3,k
53B,Torsk,3,51,1313,F,35,HG,10,3,k
53B,Torsk,4,47.5,874,M,17,HR,3,4,k
53B,Torsk,5,50.5,1094,M,51,H,1,3,k
53B,Torsk,6,48,1083,F,21,HR,6,3,k
53B,Torsk,7,61,2320,F,90,HR,31,4,k
53B,Torsk,8,43.5,920,F,33,HG,9,2,k
53B,Torsk,9,49,1128,M,21,HR,3,3,k
53B,Torsk,10,52.5,1467,M,29,HG,5,2,k
53B,Torsk,11,49,1156,M,33,HR,7,2,k
53B,Torsk,12,48,984,F,48,HG,14,3,k
53B,Torsk,13,49,1192,M,30,HR,4,NA,-
53B,Torsk,14,41,709,F,11,GR,5,2,k
53B,Torsk,15,45,986,F,38,HR,7,2,k
53B,Torsk,16,44,784,F,17,HG,7,2,k
53B,Torsk,17,40.5,700,M,23.5,NA,NA,NA,NA
53B,Torsk,18,43,765,F,31.6,NA,NA,NA,NA
53B,Torsk,19,40,585,M,13,NA,NA,NA,NA
53B,Torsk,20,40.5,735,M,21.7,NA,NA,NA,NA
53B,Torsk,21,37,547,M,21,NA,NA,NA,NA
53B,Torsk,22,43,828,M,30.9,NA,NA,NA,NA
53B,Torsk,23,38,555,M,13.4,NA,NA,NA,NA
53B,Torsk,24,41.5,716,M,31.4,NA,NA,NA,NA
53B,Torsk,25,38,622,F,27,NA,NA,NA,NA
53B,Torsk,26,38,567,F,16.6,NA,NA,NA,NA
53B,Torsk,27,43,831,F,38.2,NA,NA,NA,NA
53B,Torsk,28,37,477,M,7.4,NA,NA,NA,NA
53B,Torsk,29,40,599,F,7.6,NA,NA,NA,NA
53B,Torsk,30,40.5,655,M,8.3,NA,NA,NA,NA
53B,Torsk,31,42,794,F,22.6,NA,NA,NA,NA
53F,Skrubbe/Sandflyndre,1,32,387.8,F,NA,HR,NA,3,NA
53F,Skrubbe/Sandflyndre,2,34,429.6,F,NA,HR,NA,7,NA
53F,Skrubbe/Sandflyndre,3,31,383.9,M,NA,H,NA,6,NA
53F,Skrubbe/Sandflyndre,4,30.5,388.8,F,NA,H,NA,7,NA
53F,Skrubbe/Sandflyndre,5,32,469.6,F,NA,HR,NA,5,NA
53F,Skrubbe/Sandflyndre,6,36.5,617,M,NA,G,NA,7,NA
53F,Skrubbe/Sandflyndre,7,34.5,539.2,M,NA,R,NA,6,NA
53F,Skrubbe/Sandflyndre,8,37,616.2,M,NA,G,NA,4,NA
53F,Skrubbe/Sandflyndre,9,34,589.8,F,NA,G,NA,5,NA
53F,Skrubbe/Sandflyndre,10,37.5,725.7,F,NA,GH,NA,5,NA
53F,Skrubbe/Sandflyndre,11,41,1026.7,F,NA,R,NA,4,NA
53F,Skrubbe/Sandflyndre,12,41.5,1137.4,F,NA,R,NA,4,NA
53F,Skrubbe/Sandflyndre,13,43.5,912.9,F,NA,R,NA,7,NA
53F,Skrubbe/Sandflyndre,14,41,724.3,M,NA,G,NA,8,NA
71B,Torsk,1,54,1663,F,61.1,HR,NA,NA,NA
71B,Torsk,2,54,1603,M,30.9,H,NA,NA,NA
71B,Torsk,3,56,1813,M,47,HR,NA,NA,NA
71B,Torsk,4,61,2531,M,64.5,H,NA,NA,NA
71B,Torsk,5,64,2665,M,53.8,H,NA,NA,NA
71B,Torsk,6,54.5,1583,F,16.7,RG,NA,NA,NA
71B,Torsk,7,63,2928,F,79,H,NA,NA,NA
71B,Torsk,8,55.5,1691,M,27.5,HR,NA,NA,NA
71B,Torsk,9,61,2368,F,53.5,HR,NA,NA,NA
71B,Torsk,10,59.5,2120,M,54.9,HR,NA,NA,NA
71B,Torsk,11,47,1135,F,27.5,RH,NA,NA,NA
71B,Torsk,12,66.5,1975,M,52.2,H,NA,NA,NA
71B,Torsk,13,49,1192,F,30.2,HR,NA,NA,NA
71B,Torsk,14,52,1490,M,54.5,H,NA,NA,NA
71B,Torsk,15,48.5,1752,F,19.2,RG,NA,NA,NA
71B,Torsk,16,44,843,F,16.2,RH,NA,NA,NA
71B,Torsk,17,42.5,823,F,NA,HR,NA,NA,NA
71B,Torsk,18,46.5,1049,M,NA,HR,NA,NA,NA
71B,Torsk,19,40.5,653,M,NA,R,NA,NA,NA
71B,Torsk,20,38,704,M,NA,H,NA,NA,NA
71B,Torsk,21,47,872,NA,NA,HG,NA,NA,NA
71B,Torsk,1,54,1663,F,61.1,HR,NA,2,kyst
71B,Torsk,2,54,1603,M,30.9,H,NA,3,kyst
71B,Torsk,3,56,1813,M,47,HR,NA,3,kyst
71B,Torsk,4,61,2531,M,64.5,H,NA,3,kyst
71B,Torsk,5,64,2665,M,53.8,H,NA,6,kyst
71B,Torsk,6,54.5,1583,F,16.7,RG,NA,2,kyst
71B,Torsk,7,63,2928,F,79,H,NA,6,kyst
71B,Torsk,8,55.5,1691,M,27.5,HR,NA,6,kyst
71B,Torsk,9,61,2368,F,53.5,HR,NA,7,kyst
71B,Torsk,10,59.5,2120,M,54.9,HR,NA,5,kyst
71B,Torsk,11,47,1135,F,27.5,RH,NA,2,kyst
71B,Torsk,12,66.5,1975,M,52.2,H,NA,3,kyst
71B,Torsk,13,49,1192,F,30.2,HR,NA,2,kyst
71B,Torsk,14,52,1490,M,54.5,H,NA,3,kyst
71B,Torsk,15,48.5,1752,F,19.2,RG,NA,2,kyst
71B,Torsk,16,44,843,F,16.2,RH,NA,NA,NA
71B,Torsk,17,42.5,823,F,NA,HR,NA,NA,NA
71B,Torsk,18,46.5,1049,M,NA,HR,NA,NA,NA
71B,Torsk,19,40.5,653,M,NA,R,NA,NA,NA
71B,Torsk,20,38,704,M,NA,H,NA,NA,NA
71B,Torsk,21,47,872,?,NA,HG,NA,NA,NA
71B,Torsk,22,38,553,m,NA,gr,NA,NA,NA
71B,Torsk,23,41,618,f,NA,gr,NA,NA,NA
71B,Torsk,24,43.5,841,f,NA,hr,NA,NA,NA
71B,Torsk,25,47.5,987,m,NA,hr,NA,NA,NA
71B,Torsk,26,44.5,687,m,NA,gr,NA,NA,NA
71B,Torsk,27,41,710,m,NA,gr,NA,NA,NA
80B,Torsk,1,73,3780,F,188.3,gr,NA,5,k
80B,Torsk,2,62,2047,F,59.4,HR,NA,4,k
80B,Torsk,3,64.5,2353,M,51,GR,NA,5,k
80B,Torsk,4,64.5,2731,F,142.7,HR,NA,3,k
80B,Torsk,5,63,2686,F,267,HR,NA,3,k
80B,Torsk,6,68.5,2612,F,23,BR,NA,4,k
80B,Torsk,7,65.5,2290,M,62,HR,NA,6,k
80B,Torsk,8,59.5,2048,F,39.4,gr,NA,5,k
80B,Torsk,9,65,2603,M,107,H,NA,5,k
80B,Torsk,10,68.5,1430,M,15.2,BR,NA,4,k
80B,Torsk,11,70,2268,M,80,G,NA,7,k (bildet er fra otolitt delt slik at man ikke ser første sone)
80B,Torsk,12,62,2082,M,37.7,G,NA,3,k
80B,Torsk,13,59,2151,M,90.9,H,NA,3,k
80B,Torsk,14,64,2768,M,126,H,NA,3,k
80B,Torsk,15,52.5,1390,F,23.3,HR,NA,3,k
80B,Torsk,16,47.5,1010,F,13.9,GR,NA,NA,NA
80B,Torsk,17,31.5,700,M,26.2,HR,NA,NA,NA
80B,Torsk,18,53,1683,f,122,HR,NA,3,k
96B,Torsk,1,49.5,1267,f,NA,h,NA,4,kyst
96B,Torsk,2,53,1390,f,NA,hr,NA,4,kyst
96B,Torsk,3,50,1494,f,NA,hr,NA,3,kyst
96B,Torsk,4,55,1435,f,NA,h,NA,4,kyst
96B,Torsk,5,47,1408,m,NA,gr,NA,4,kyst
96B,Torsk,6,55.5,1814,f,NA,h,NA,4,kyst
96B,Torsk,7,54,1770,f,NA,h,NA,5,kyst
96B,Torsk,8,54.5,1744,m,NA,hr,NA,5,kyst
96B,Torsk,9,59,2148,m,NA,gr,NA,4,kyst
96B,Torsk,10,70,3594,f,NA,hr,NA,4,kyst
96B,Torsk,11,49.5,1398,f,NA,hr,NA,4,kyst
96B,Torsk,12,55,1666,f,NA,gr,NA,4,kyst
96B,Torsk,13,53,1723,m,NA,hr,NA,6,kyst
96B,Torsk,14,58.5,1935,m,NA,gr,NA,3,kyst
96B,Torsk,15,56,2056,f,NA,h,NA,4,kyst
96B,Torsk,16,60,1970,m,NA,gr,NA,NA,NA
96B,Torsk,17,48,1040,NA,NA,NA,NA,NA,NA
96B,Torsk,18,50,1227,m,NA,hr,NA,NA,NA
96B,Torsk,19,47,1084,NA,NA,NA,NA,NA,NA
96B,Torsk,20,49.5,1130,NA,NA,NA,NA,NA,NA
96B,Torsk,21,56,1620,m,NA,h,NA,NA,NA
96B,Torsk,22,50.5,1340,f,NA,hr,NA,NA,NA
96B,Torsk,23,48,1408,NA,NA,NA,NA,NA,NA
98B1,Torsk,1,60,2172,M,43.7,GR,NA,6,kyst
98B1,Torsk,2,80,4436,F,87.5,GR,NA,7,kyst
98B1,Torsk,3,74,3820,F,232.7,GH,NA,6,kyst
98B1,Torsk,4,58,1888,F,34.8,GR,NA,4,kyst
98B1,Torsk,5,58,1895,M,121.7,GR,NA,5,kyst
98B1,Torsk,6,66,3031,F,193,GR,NA,5,kyst
98B1,Torsk,7,68,3068,F,156.3,GR,NA,6,kyst
98B1,Torsk,8,71,3212,F,109,GR,NA,6,kyst
98B1,Torsk,9,65,2918,F,195.2,GH,NA,7,kyst
98B1,Torsk,10,69,3386,F,78.6,GR,NA,6,kyst
98B1,Torsk,11,69,3301,M,158,GR,NA,5,kyst
98B1,Torsk,12,78,3732,M,133.2,GR,NA,6,kyst
98B1,Torsk,13,71,3170,M,51.6,GR,NA,5,kyst
98B1,Torsk,14,72,2854,F,77.3,GR,NA,6,kyst
98B1,Torsk,15,82,5500,M,376.3,GH,NA,7,kyst
